Шифра,Артикал,Продажна Цена,Единична Цена,Опис,Достапност,Редовна Цена,ДДВ,Последно ажурирање
315,САВЕКС 2 КГ,290,бр.            ,,Има,290,18,
316,ИНЛОТ 2КГ,105,бр.            ,,Има,105,18,
317,ПАЛМОЛИВ САПУН,26,бр.            ,,Има,26,18,
318,ВЕГЕТА ПОДРАВКА 500 ГР,158,бр.            ,,Има,158,5,
319,КАКАО КИБЕЛА КЕСА 100ГР,34,бр.            ,,Има,34,5,
320,ШЕКЕР ВО ПРАВ 200 ГР,20,бр.            ,,Има,20,5,
321,ЖИТОМИР БОНБОНИ 180ГР,60,бр.            ,,Има,60,10,
322,ПЕРФЕКС 8+2 ДЕЛУКС,160,бр.            ,,Има,160,18,
323,КОЛБАС РОШТИЛ 300 МЕИН,88,бр.            ,,Има,88,5,
324,ПЕПЕРМИНТ КРАШ,31,бр.            ,,Има,31,5,
325,ФАКС 6 КГ,570,бр.            ,,Има,570,18,
326,"ТОМАТЕЛО 0,2Л",30,бр.            ,,Има,30,5,
327,БИСКВИТ ПОДЛОГА,40,бр.            ,,Има,40,5,
328,ЛЕКА 400 МАКС,69,бр.            ,,Има,69,5,
329,ЖИТОМИР ЕДЕН ЏОИ 1КГ,360,бр.            ,,Има,360,10,
330,СИРЕЊЕ ШИПКА ВАКУМ,429,кгр.           ,,Има,429,5,
331,ПРЕЗИДЕНТ 400ГР,240,бр.            ,,Има,240,10,
332,"СТРУМКА 1,5 Л",50,бр.            ,,Има,50,18,
333,"СТРУМКА 0,5",30,бр.            ,,Има,30,18,
334,"СИНАЛКО 2 л и  1,75 Л",60,бр.            ,,Има,60,18,
335,ТУНА БАЛКО,76,бр.            ,,Има,76,5,
336,ПАШТЕТА ЛОВАЧКА 75 ГР,23,бр.            ,,Има,23,5,
337,РЕСАНА ФРУТИ,20,бр.            ,,Има,20,5,
338,КЕСИ 3 КГ,20,бр.            ,,Има,20,18,
339,ГУЛАШ 400 ГР АГРИКО,120,бр.            ,,Има,120,5,
340,БОНКАФЕ КЛАСИК 100 ГР,45,бр.            ,,Има,45,18,
341,БОНКАФЕ КЛАСИК 200 ГР,90,бр.            ,,Има,90,18,
342,БОНКАФЕ МИНАС 100ГР,55,бр.            ,,Има,55,18,
343,БОНКАФЕ МИНАС 200 ГР,105,бр.            ,,Има,105,18,
344,МАСЛИНКА 141-160,175,кгр.           ,,Има,175,5,
345,РОЈАЛ 80 ГР,34,бр.            ,,Има,34,18,
346,АРОМА 95 ГР,20,бр.            ,,Има,20,18,
347,ГРАВ ПОСЕН ТАКОВО,85,бр.            ,,Има,85,5,
348,КИКИРИТКИ 200ГР МАКС,32,бр.            ,,Има,32,5,
349,ФЕРИ  450,80,бр.            ,,Има,80,18,
350,ЛОКУМ 350ГР ОРЕВ,63,бр.            ,,Има,63,5,
351,МАОАМ 22 ГР КАРАМЕЛКИ,14,бр.            ,,Има,14,5,
352,СЕМКИ НУТИНИ 200 ГР,60,бр.            ,,Има,60,5,
353,ТИПСО 450,50,бр.            ,,Има,50,18,
354,РУБЕЛ 3 КГ,300,бр.            ,,Има,300,18,
355,НЕГРО 1КГ,320,кгр.           ,,Има,320,10,
356,МОЕ КОЛАЧЕ ЧАЈНИ 700 ГР,74,бр.            ,,Има,74,5,
357,БРАШНО КАДИНО 5 КГ,160,бр.            ,,Има,160,5,
358,КРИСТАЛИ ЗА ЈАЈЦА,14,бр.            ,,Има,14,18,
359,ЈАЈЦА ХЛ 30/1,7.35,бр.            ,,Има,7.35,5,
360,"ИЗВОРСКА  и КОЖУВЧАНКА 0,5",20,бр.            ,,Има,20,18,
361,БОНБОЊЕРА ВЕРОНА 200ГР,79,бр.            ,,Има,79,10,
362,КОНЗЕРВАНС,3,бр.            ,,Има,3,18,
363,ВИНОБРАН,4,бр.            ,,Има,4,18,
364,ПАШТЕТА АГРИКО 50 ГР,7,бр.            ,,Има,7,5,
365,ПАШТЕТА 150ГР ЛИМЕНКА ПКБ,35,бр.            ,,Има,35,5,
366,ПАШТЕТА 100ГР ЈЕТРЕНА,20,бр.            ,,Има,20,5,
367,ПАШТЕТА ПКБ 50 ГР ЈЕТРЕНА,14,бр.            ,,Има,14,5,
368,ПОГАЧИ ,100,бр.            ,,Има,100,5,
369,СОДА БИКАРБОНА 500 ФУДИ,37,бр.            ,,Има,37,18,
370,ВАФЕЛ ПЛУС,6.5,бр.            ,,Има,6.5,5,
371,САВЕКС 4 КГ,380,бр.            ,,Има,380,18,
372,ЕУРОКРЕМ БЛОК 40ГР,16,бр.            ,,Има,16,5,
373,МАСТИКИ ЦИГАРИ,15,бр.            ,,Има,15,10,
374,ОЦЕТ БЛАГОЈ ГОРЕВ 5Л,160,бр.            ,,Има,160,5,
375,ТАКОВО ПРАСКА 1Л,55,бр.            ,,Има,55,18,
376,ШАМПОН ХЕРБА 1 Л,107,бр.            ,,Има,107,18,
377,ПЕЧУРКИ 300 ГР,36,бр.            ,,Има,36,10,
378,МАГДАНОС СУВ,21,бр.            ,,Има,21,10,
379,ГУМБИР ВО ПРАВ,36,бр.            ,,Има,36,5,
380,ЧИПС ХЕЛО 40 ГР,15,бр.            ,,Има,15,5,
381,НОБЛИЦЕ 125 ГР,29,бр.            ,,Има,29,5,
382,МЕДЕЊАЦИ СЛ 150 ГР,46,бр.            ,,Има,46,5,
383,МЕНТА И ОВОШНИ МУЛТИПРОМ,20,бр.            ,,Има,20,5,
384,ПЕРФЕКС БРИШАЧИ МЕГА,90,бр.            ,,Има,90,18,
385,ПЕПСИ 4/1,165,бр.            ,,Има,165,18,
386,ГРИЗ 500ГР,39,бр.            ,,Има,39,5,
387,ЛЕБ РЖАН ,40,бр.            ,,Има,40,5,
388,НЕСКВИК 200 ГР,130,бр.            ,,Има,130,10,
389,ПАШТЕТА МЕЏИК 130 ГР,25,бр.            ,,Има,25,5,
390,СЕНФ ТУБА 180 ГР,60,бр.            ,,Има,60,10,
391,МЕРСИ 250ГР,336,бр.            ,,Има,336,10,
392,ЕСЕНЦИЈА АЛКАЛОИД,50,бр.            ,,Има,50,18,
393,ДАФИНКА РАЗМЕР,175,кгр.           ,,Има,175,10,
394,ЧИПС ХЕЛО 150 ГР,68,бр.            ,,Има,68,10,
395,КРЕМ БАНАНКА 10/1,55,бр.            ,,Има,55,10,
396,ЗАЧИН КРИСТАЛ 500 ГР,97,бр.            ,,Има,97,10,
397,ПАЛМОЛИВ 350 МЛ,88,бр.            ,,Има,88,18,
398,ВОЧНИ КАПИ 2 Л,61,бр.            ,,Има,61,18,
399,КВАСЕЦ СУВ,10,бр.            ,,Има,10,5,
400,ПЕЦИВО ВИТАМИНКА,3,бр.            ,,Има,3,5,
401,МАРАМИЦИ БОРА,55,бр.            ,,Има,55,18,
402,БРАШНО ГЕВГЕЛИСКО 5 КГ,115,бр.            ,,Има,115,5,
403,РЕКСОНА СПРЕЈ,160,бр.            ,,Има,160,18,
404,БЕКУТАН ШАМПОН 200МЛ,94,бр.            ,,Има,94,18,
405,ТОАЛЕТ ЛЕДА 4/1,46,бр.            ,,Има,46,18,
406,МАРАМИЦИ ХОПС ,63,бр.            ,,Има,63,18,
407,ПАВЛАКА 400 БИТОЛСКА,75,бр.            ,,Има,75,5,
408,АЛВА 250ГР БЛАГОЈ ГОРЕВ,100,бр.            ,,Има,100,10,
409,"МЛЕКО ЧОКОЛАДНО 0,25",40,бр.            ,,Има,40,18,
410,РЕСАНА 870 ГР,115,бр.            ,,Има,115,5,
411,НИВЕА СТИК,117,бр.            ,,Има,117,18,
412,"ПИЛ ЏИГЕРИ 0,5КГ",33,бр.            ,,Има,33,5,
413,СВИНСКИ БУТ,286,кгр.           ,,Има,286,5,
414,КИКИРИТКИ 400ГР ВАКУМ,62,бр.            ,,Има,62,5,
415,ТОАЛЕТ ВИОЛЕТА 8/1,80,бр.            ,,Има,80,18,
416,ПИЛ БАТАК,83,кгр.           ,,Има,83,5,
417,КОПАН ПАКУВАН КРАТОК,138,кгр.           ,,Има,138,5,
418,КАРИ 40 ГР,26,бр.            ,,Има,26,10,
419,ПЛЕСКАВИЦА 4Х100ГР,105,бр.            ,,Има,105,5,
420,РИБА ПАПАЛИНА,142,кгр.           ,,Има,142,10,
421,МАРМАЛАД 850ГР СЛ,94,бр.            ,,Има,94,5,
422,ШЛАГ КРЕМ ЧОКОЛАДО,30,бр.            ,,Има,30,5,
423,ШЛАГ КРЕМ ВАНИЛА,30,бр.            ,,Има,30,5,
424,КУБАНИТА 200ГР,90,бр.            ,,Има,90,18,
425,БОНИ ЈАП,77,бр.            ,,Има,77,5,
426,КИКИРИТКИ 300 ГР НУТИНИ,72,бр.            ,,Има,72,10,
427,ФАНКИ,10,бр.            ,,Има,10,5,
428,ПИЛЕ 1КГ ЦЕДРОБ,160,кгр.           ,,Има,160,5,
429,ПЧЕНКАРНО БРАШНО МАКС,20,бр.            ,,Има,20,5,
430,САРДИНА БАЛКО,40,бр.            ,,Има,40,5,
431,ВИВА 200МЛ,20,бр.            ,,Има,20,18,
432,МЕНТА ПЛУС,10,бр.            ,,Има,10,10,
433,КВАСЕЦ МАЛ,15,бр.            ,,Има,15,5,
434,КВАСЕЦ ГОЛЕМ,42,бр.            ,,Има,42,5,
435,ВИМ,56,бр.            ,,Има,56,18,
436,ЛЕКА БОН,56,бр.            ,,Има,56,5,
437,ЦЕВИТАНА 200ГР,79,бр.            ,,Има,79,5,
438,"МЕРИКС 2,7 КГ",340,бр.            ,,Има,340,18,
439,ПЕТИТ КОНДИСА 700,80,бр.            ,,Има,80,5,
440,БИК ЖИЛЕТИ,30,бр.            ,,Има,30,18,
441,ПИЛ КОПАН БЕЗ КОСКА,230,кгр.           ,,Има,230,5,
442,САЛФЕТИ 100/1 28Х28,40,бр.            ,,Има,40,18,
443,КАКАО КИБЕЛА,34,бр.            ,,Има,34,5,
444,ЧОКОЛАДО МАКС 60ГР,34,бр.            ,,Има,34,5,
445,КОЛБАС МАКЕДОНСКИ И ВРШНИЧКИ МЕИН,100,бр.            ,,Има,100,5,
446,ФЕФЕРОНИ ДИЕМ,40,бр.            ,,Има,40,5,
447,КОРНИШОНИ МАКСАП,70,бр.            ,,Има,70,5,
448,БОНБОНИ ЕВРОПА МИНТ 900,155,бр.            ,,Има,155,5,
449,ПИОНИР ЛЕШНИК 200,150,бр.            ,,Има,150,5,
450,КРЕМ БАНАНА 800ГР,192,бр.            ,,Има,192,10,
451,ЦВЕКЛО,64,бр.            ,,Има,64,5,
452,КАФЕ СПЕЦИЈАЛ 200,230,бр.            ,,Има,230,10,
453,ГРАШОК 450ГР,55,бр.            ,,Има,55,5,
454,ТУНА ДАУТИ 170ГР СЕЦКАНА,35,бр.            ,,Има,35,5,
455,ТУНА ДАУТИ 80 ГР СЕЦКАНА,25,бр.            ,,Има,25,5,
456,ЧЕПКАЛКИ ЗА УШИ 100/1,27,бр.            ,,Има,27,18,
457,ТИНГЕР,8,бр.            ,,Има,8,5,
458,ДОМА СВИС РОЛ 300ГР,78,бр.            ,,Има,78,5,
459,ГУВЕЧ ДИЕМ,79,бр.            ,,Има,79,5,
460,НЕСКАФЕ 200 ГР,338,бр.            ,,Има,338,5,
461,САЛФЕТИ ТИМАС,37,бр.            ,,Има,37,18,
462,ДОМЕСТОС,93,бр.            ,,Има,93,18,
463,КЕЧАП 50 ГР ВИТАМИНКА,9,бр.            ,,Има,9,5,
464,МАЈОНЕЗ ВИТАНЕЗ 45,12,бр.            ,,Има,12,10,
465,РЕКСОНА СТИК,178,бр.            ,,Има,178,18,
466,РЕКСОНА РОЛОН,82,бр.            ,,Има,82,18,
467,МАЈОНЕЗ ВИТАНЕЗ 320 ГР,62,бр.            ,,Има,62,5,
468,МАКАРОНИ ДИВЕЛА,49,бр.            ,,Има,49,5,
469,ЧИПС ЧИЛИ 150ГР,78,бр.            ,,Има,78,5,
470,КИНДЕР ЈАЈЦЕ,70,бр.            ,,Има,70,10,
471,ЧАЈ КАМИЛИЦА АЛКАЛОИД,63,бр.            ,,Има,63,18,
472,ЧАЈ БРУСНИЦА АЛКАЛОИД,103,бр.            ,,Има,103,5,
473,ЧАЈ МИЛСА АРОНИЈА,32,бр.            ,,Има,32,5,
474,ЧАЈ  ЈАГОДА  ЈУМИС,42,бр.            ,,Има,42,5,
475,ЛОКУМ 100 ГР,15,бр.            ,,Има,15,10,
476,ПЧЕНИЦА ЛУПЕНА 400 ГР,47,бр.            ,,Има,47,10,
477,СЛАДОЛЕД  ЈУМИС,36,бр.            ,,Има,36,10,
478,РАКАВИЦИ ГУМЕНИ,40,бр.            ,,Има,40,18,
479,КНАЗ МИЛОШ ПОРТОКАЛ ЛИМОН,47,бр.            ,,Има,47,18,
480,ЧАЈ ХИБИСКУС АЛКАЛОИД,43,бр.            ,,Има,43,18,
481,ПЕТИТ КОНДИСА 400 ГР,48,бр.            ,,Има,48,5,
482,ПОП КЕК ПАТИСЕРИ 200ГР,85,бр.            ,,Има,85,5,
483,ЧАЈ НАНЕ ЈУМИС,30,бр.            ,,Има,30,18,
484,КАРАМЕЛА ЕМЕЛА ЕВРОПА,218,кгр.           ,,Има,218,5,
485,ШЛАГ ПЕНА ВИТАМИНКА,23,бр.            ,,Има,23,5,
486,ЛОКУМ 1 КГ ОРЕВ,152,бр.            ,,Има,152,10,
487,ИЗВОРСКА 6 Л,72,бр.            ,,Има,72,18,
488,БИОАКТИВ 7 КГ,330,бр.            ,,Има,330,18,
489,ПАКЕТЧЕ ВИТАМИНКА,120,бр.            ,,Има,120,5,
490,НОВОГОДИШНО КЕСЕ,5,бр.            ,,Има,5,18,
491,МАЧМЕЛО,49,бр.            ,,Има,49,10,
492,БАТЕРИЈА АЛКАЛНА,25,бр.            ,,Има,25,18,
493,"ПЕРВОЛ 2,970 Л",400,бр.            ,,Има,400,18,
494,ПЕНА ЗА БРИЧЕНЈЕ ЖИЛЕТЕ,114,бр.            ,,Има,114,18,
495,ПАКЕТЧЕ СВИСЛИОН,100,бр.            ,,Има,100,5,
496,ЧУНГА ЛУНГА БОНБОНИ,5,бр.            ,,Има,5,10,
497,ЗЛАТЕН ПЕК 630ГР,102,бр.            ,,Има,102,5,
498,БОНКАФЕ 450 ГР,215,бр.            ,,Има,215,18,
499,СМОКВИ СУВИ,84,бр.            ,,Има,84,5,
500,БРАШНО Ж.ЛУКС 5 КГ,290,бр.            ,,Има,290,5,
501,"ВИВА 1,5 Л",90,бр.            ,,Има,90,18,
502,ЧУНГА ЛУНГА БУБЛЕС,10,бр.            ,,Има,10,5,
503,БАНАТ 90 ГР МЛЕЧНО,35,бр.            ,,Има,35,5,
504,ЧАЈНА ПКБ 295 ГР,191,бр.            ,,Има,191,5,
505,ЧИНИЈА ПВЦ 10/1,25,кгр.           ,,Има,25,18,
506,КАШКАВАЛ ИРКО,450,кгр.           ,,Има,450,5,
507,ЛИНЕА МИЛК,10,бр.            ,,Има,10,5,
508,ЛИНЕА 160 ГР ЧОКО,42,бр.            ,,Има,42,5,
509,БОНБОНИ ГРИНИ 1 КГ,137,кгр.           ,,Има,137,5,
510,ПЕТИТ АПЕТИТ 570ГР,98,бр.            ,,Има,98,5,
511,ЗДЕНКА МАЗУРСКИ 2+1,124,бр.            ,,Има,124,5,
512,ХАРИБО РОЛНИ,15,бр.            ,,Има,15,5,
513,ПИЛЕШКИ ГРАДИ МЕИН 400 ГР,135,бр.            ,,Има,135,5,
514,ПИЛЕШКИ ПАРИЗЕР МЕИН,155,бр.            ,,Има,155,5,
515,ШУНКА СПЕЦИЈАЛ 400 ГР,122,бр.            ,,Има,122,5,
516,ВИРШЛА МЕИН,50,бр.            ,,Има,50,5,
517,ПОСЕБНА СВИНСКА 350 ГР МЕИН,75,бр.            ,,Има,75,5,
518,МАСЛИНКА 500 ГР ЦРНА,100,бр.            ,,Има,100,5,
519,ЕВА ТЕЧЕН САПУН 1Л,67,бр.            ,,Има,67,18,
520,МАРГАРИН КОЦКА КРИСТАЛ,44,бр.            ,,Има,44,5,
521,МАРГАРИН ДОБРО ЈУТРО МЛЕЧЕН 250,75,бр.            ,,Има,75,5,
522,МАРГАРИН ДОБРО ЈУТРО ЛАЈТ 250,45,бр.            ,,Има,45,5,
523,ЧОКА МОКА 250 ГР,76,бр.            ,,Има,76,10,
524,МАРГАРИН ДОБРО ЈУТРО МЛЕЧЕН 500,120,бр.            ,,Има,120,5,
525,МАРГАРИН ДОБРО ЈУТРО ЛАЈТ 500,85,бр.            ,,Има,85,5,
526,КИСЕЛО МЛЕКО БУЧЕН КОЗЈАК,31,бр.            ,,Има,31,5,
527,ЈОГУРТ БУЧЕН КОЗЈАК,72,бр.            ,,Има,72,5,
528,СИРЕЊЕ КРАВЈО БУЧЕН КОЗЈАК,448,кгр.           ,,Има,448,5,
529,СИРЕЊЕ ОВЧЈО БУЧЕН КОЗЈАК,328,кгр.           ,,Има,328,5,
530,СИРЕЊЕ ЖОЛТО БУЧЕН КОЗЈАК,564,кгр.           ,,Има,564,5,
531,"ХАЛТА 0,2",66,бр.            ,,Има,66,5,
532,ДАФИНКА 500 ГР,115,бр.            ,,Има,115,10,
533,СИНТАГМА ЗА ТОРТИ,34,бр.            ,,Има,34,5,
534,СТОБИ ФЛИПС МАГНУС,70,бр.            ,,Има,70,10,
535,СУПА ВАРДАРСКА ВИТАМИНКА,34,бр.            ,,Има,34,5,
536,АРИС ДЕ ГРАС ПУМПА,147,бр.            ,,Има,147,18,
537,НЕС 2 ВО 1 И СТРОНГ,15,бр.            ,,Има,15,10,
538,ШАМПОН ГЛОБАЛ,80,бр.            ,,Има,80,18,
539,СУПА ФРАНЦУСКА ПОДРАВКА ,53,бр.            ,,Има,53,5,
540,МИЛ 500 МЛ,45,бр.            ,,Има,45,18,
541,УРДА 800 ГР ГОРГИЕВИ,145,бр.            ,,Има,145,5,
542,ДОМИНО ЛОСИОН,94,бр.            ,,Има,94,18,
543,ВИНЕКС САПУН 60 ГР,13,бр.            ,,Има,13,18,
544,ПЕРСИЛ ГЕЛ,15,бр.            ,,Има,15,18,
545,"ЛЕНОР 1,625МЛ",270,бр.            ,,Има,270,18,
546,ЈОГУРТ ШИПКА ПЛАВ,66,бр.            ,,Има,66,5,
547,МАРАМИЦИ БОНИ 72/1,41,бр.            ,,Има,41,18,
548,СИРИШТЕ 500МЛ,160,бр.            ,,Има,160,18,
549,СИРИШТЕ 250МЛ,92,бр.            ,,Има,92,18,
550,БРАШНО ВОДЕНИЧАР 1 КГ,34,бр.            ,,Има,34,5,
551,ДЕДО МРАЗ 100 ГР +ЛАМПИОН,95,бр.            ,,Има,95,5,
552,ФАНТ ЗА КОФТЕ,80,бр.            ,,Има,80,10,
553,"ПЕПСИ МИРИНДА 0,5",35,бр.            ,,Има,35,18,
554,КОЛАЧЕ,10,бр.            ,,Има,10,5,
555,ПАНКО,5,бр.            ,,Има,5,5,
556,БИБЕР 4+1 ВИТАМИНКА,45,бр.            ,,Има,45,5,
557,ВАНИЛА 4+1 ВИТАМИНКА,17,бр.            ,,Има,17,10,
558,ПЕЦИВО 4+1 ВИТАМИНКА,17,бр.            ,,Има,17,5,
559,СОЈА ШНИЦЛИ,38,бр.            ,,Има,38,5,
560,ЧОКО ЏАМБО,22,бр.            ,,Има,22,10,
561,ЦЕВИТАНА 500 ГР,173,бр.            ,,Има,173,5,
562,ПИЛЕШКИ КРИЛЦА,155,кгр.           ,,Има,155,5,
563,ПИЛЕШКИ ПИКНИК,125,бр.            ,,Има,125,5,
564,БОНКАФЕ 200+200+ФИЛЏАН,270,бр.            ,,Има,270,18,
565,ГУЛАШ 300 СЛ ГОВЕДСКИ,132,бр.            ,,Има,132,5,
566,ГРАВ МАКС 400 ГР,73,бр.            ,,Има,73,5,
567,СЛАНИНА МЕИН ВАКУМ,650,кгр.           ,,Има,650,5,
568,ЦЕВИТАНА 900 ЛИМЕНКА,237,бр.            ,,Има,237,5,
569,МУСЛИ БАР 25 ГР,8,бр.            ,,Има,8,5,
570,"ЈОГУРТ 0,5МЛ",40,бр.            ,,Има,40,5,
571,ЛЕКА КИБЕЛА 400ГР,58,бр.            ,,Има,58,5,
572,БРЕЗА АЗУРА ТЕЧЕН ДЕТЕРГЕНТ,150,бр.            ,,Има,150,18,
573,ЛИМОНТУС 3+1 ВИТАМИНКА,27,бр.            ,,Има,27,18,
574,БОНБОНИ ЦЕВИТАНА,8,бр.            ,,Има,8,10,
575,МАЈОНЕЗ ВИТАНЕЗ 320ГР ПОСЕН,60,бр.            ,,Има,60,5,
576,СУПА КРЕМ ОД ПЕЧУРКИ ВИТАМИНКА,25,бр.            ,,Има,25,5,
577,МОЛФИ ВИОЛЕТОВИ,35,бр.            ,,Има,35,18,
578,НИВЕА  КУПКА,160,бр.            ,,Има,160,18,
579,СИРЕЊЕ ШТИПСКО,275,кгр.           ,,Има,275,5,
580,ШПАГЕТИ ДИВЕЛА,66,бр.            ,,Има,66,5,
581,"РЕСАНА 0,500 ГР ВИТАМИНКА",69,бр.            ,,Има,69,5,
582,ЧОКО МАКС,86,бр.            ,,Има,86,10,
583,"САВЕКС ТЕЧЕН 1,1Л",173,бр.            ,,Има,173,18,
584,"ФЕЈА 0,5Л",35,бр.            ,,Има,35,18,
585,АРГЕТА 45ГР,40,бр.            ,,Има,40,5,
586,ЈАФА ЦУЦЛА,20,бр.            ,,Има,20,18,
587,ПЛАЗМА 75ГР,35,бр.            ,,Има,35,5,
588,ТАКОВО 3/1,100,бр.            ,,Има,100,18,
589,МАРАМИЦИ ФРЕШ,12,бр.            ,,Има,12,18,
590,СУНГЕР КАРЛИНА 3/1,50,бр.            ,,Има,50,18,
591,"МИРИНДА 1,5Л МИКС",45,бр.            ,,Има,45,18,
592,КИКИРИТКА 250ГР ВАКУМ,40,бр.            ,,Има,40,5,
593,БОЖИЦА ПАКЕТ,130,бр.            ,,Има,130,18,
594,ЛАЗАЊИ БАРИЛА,248,бр.            ,,Има,248,5,
595,СУПЕР ЛЕПАК ЛОКТАЈТ,70,бр.            ,,Има,70,18,
596,АЈДАМЕР ,500,бр.            ,,Има,500,10,
597,ФРАНЦА ЈУНЕШКА ЧАЈНА,175,бр.            ,,Има,175,5,
598,ПРЕМИЕР ВАФЕЛ,10,бр.            ,,Има,10,5,
599,ТОАЛЕТ ЕКСТРА 8/1,58,бр.            ,,Има,58,18,
600,ПРЕТИ НОРМАЛ СО КРИЛЦА,80,бр.            ,,Има,80,5,
601,БИБЕР ВИТАМИНКА,9,бр.            ,,Има,9,5,
602,ПЛАЗМА МЕЛЕНА 300ГР,137,бр.            ,,Има,137,5,
603,ВЕСЕЛИ ЈАЈЦА 1 КГ,520,кгр.           ,,Има,520,5,
604,НАПОЛИТАНКА ВАФЕРС 350ГР ВИНЧИНИ,88,бр.            ,,Има,88,5,
605,ТВИСТЕР ЧОКО ПРЕЛИВ 350ГР,84,бр.            ,,Има,84,5,
606,ЕКСТРИМ ПАРФЕМ НОВ,290,бр.            ,,Има,290,18,
607,КОФЕТА МЛЕКО ВО ПРАВ,56,бр.            ,,Има,56,5,
608,КАКАО СТЕЛ,34,бр.            ,,Има,34,5,
609,КУЛЕН  ПЕКАБЕСКО,225,бр.            ,,Има,225,5,
610,ТУНА ХЕПИ 95 СЕЦКАНА,34,бр.            ,,Има,34,5,
611,БРАШНО ВОДЕНИЧАР 2 КГ,66,бр.            ,,Има,66,5,
612,НАРЕЗАК МИСПОЛ,40,бр.            ,,Има,40,5,
613,РИБА ОСЛИЧ РЕФУС,130,кгр.           ,,Има,130,5,
614,ШАМПОН ВОШ И ГО 360МЛ,148,бр.            ,,Има,148,18,
615,ПОП КЕК,15,бр.            ,,Има,15,5,
616,"ТОМАТЕЛО 0,5МЛ",50,бр.            ,,Има,50,5,
617,ЛЕНОР 1Л,146,бр.            ,,Има,146,18,
618,"ТИПСО 1,300МЛ",103,бр.            ,,Има,103,18,
619,ПИЛ СТЕК СЛОГА,297,кгр.           ,,Има,297,5,
620,СИРЕЊЕ МЕШАНО ШИПКА,462,кгр.           ,,Има,462,5,
621,ВЕСЕЛА ФАРМА 140ГР,60,бр.            ,,Има,60,5,
